leagueId,tier,number
08389cc0-02ee-11e8-8457-c81f66dd2a8f,SILVER,200
083fb400-0ea7-11e8-ba96-c81f66db01ef,GOLD,200
08553500-02b8-11e8-bbb6-c81f66dacb22,GOLD,199
0858e0d0-2d31-11e8-a99a-c81f66db01ef,GOLD,200
085d5f60-0389-11e8-bc14-c81f66db01ef,BRONZE,198
0862a540-3b5d-11e8-a801-c81f66dd0e0d,BRONZE,135
086f2590-1e57-11e8-8044-c81f66dacb22,GOLD,199
0877f990-fcb5-11e7-9419-c81f66dacb22,GOLD,200
08855d10-5c5a-11e8-91f5-c81f66dd0e0d,BRONZE,100
088c23d0-fee4-11e7-9419-c81f66dacb22,SILVER,200
0890e560-0cf3-11e8-b8c2-c81f66dd0e0d,SILVER,200
08944d50-4ec9-11e8-be05-c81f66dd2a8f,SILVER,133
08a3a9e0-fbb7-11e7-bf4b-c81f66dacb22,PLATINUM,200
08b24680-fbd0-11e7-890a-c81f66dd2a8f,BRONZE,179
08b52620-fba3-11e7-a5c8-c81f66db01ef,BRONZE,196
08b5edd0-fe32-11e7-b5a5-c81f66dd0e0d,GOLD,200
08bc6020-fcb6-11e7-8ae2-c81f66dacb22,SILVER,201
08be2610-04d3-11e8-80ad-c81f66db01ef,BRONZE,125
08c6da70-15af-11e8-825d-c81f66dd0e0d,GOLD,201
08ca4a10-fe3b-11e7-972b-c81f66dacb22,SILVER,199
08cb4790-fbe2-11e7-97c5-c81f66dacb22,PLATINUM,200
08ce7360-ffe9-11e7-988f-c81f66dd2a8f,SILVER,200
08ceb5b0-2c84-11e8-802e-c81f66dacb22,GOLD,145
08d19810-31b7-11e8-9170-c81f66dd2a8f,SILVER,200
08d2bc20-fd57-11e7-988f-c81f66dd2a8f,BRONZE,199
08d46180-150b-11e8-825d-c81f66dd0e0d,GOLD,199
08da9d70-1326-11e8-b792-c81f66dd2a8f,DIAMOND,200
08e00bb0-fb6c-11e7-964f-c81f66dd0e0d,SILVER,208
08e07bc0-020d-11e8-8ef8-c81f66db01ef,SILVER,200
08e35fa0-fc33-11e7-890a-c81f66dd2a8f,BRONZE,199
08e74af0-02fc-11e8-988f-c81f66dd2a8f,GOLD,201
08e78b10-0878-11e8-8ef8-c81f66db01ef,BRONZE,100
08e84510-2519-11e8-8044-c81f66dacb22,SILVER,155
08e9e0b0-fd22-11e7-8ae2-c81f66dacb22,SILVER,199
08f9e250-fc8a-11e7-ba32-c81f66dacb22,SILVER,202
08fced60-1003-11e8-988f-c81f66dd2a8f,SILVER,200
090688e0-3045-11e8-bc81-c81f66dd2a8f,SILVER,200
09069e00-0455-11e8-825d-c81f66dd0e0d,SILVER,205
09088900-2763-11e8-a859-c81f66dd0e0d,SILVER,123
090cddf0-faf1-11e7-890a-c81f66dd2a8f,GOLD,200
092471d0-0cfe-11e8-8744-c81f66dd0e0d,SILVER,200
092e8d30-fd56-11e7-bc14-c81f66db01ef,GOLD,200
0938ea90-64ea-11e8-acd7-c81f66dd0e0d,GOLD,109
093c5f50-fd97-11e7-ba96-c81f66db01ef,PLATINUM,200
093df290-0b64-11e8-bbb6-c81f66dacb22,GOLD,200
0941c4a0-02c8-11e8-9419-c81f66dacb22,SILVER,203
0942c4f0-5f60-11e8-890a-c81f66db01ef,DIAMOND,100
