leagueId,tier,number
02f7e8d0-08be-11e8-bde8-f01fafdb3b9f,BRONZE,200
0309d6a0-043e-11e8-af83-f01fafdb5b89,BRONZE,194
030a6aa0-116a-11e8-b952-f01fafdb579b,GOLD,201
030ffac0-0fbb-11e8-a984-f01fafdb3b9f,SILVER,202
0315a890-fd0e-11e7-a4e8-f01fafdb5b89,SILVER,202
03194040-02db-11e8-8f64-f01fafdb3b9f,SILVER,200
031b79e0-5cd2-11e8-969d-f01fafdb3b9f,BRONZE,100
0326fb00-fc7c-11e7-b1fd-f01fafdb3b9f,GOLD,219
032925f0-0042-11e8-8f64-f01fafdb3b9f,BRONZE,198
032b2860-0e51-11e8-8f64-f01fafdb3b9f,SILVER,200
03367980-1424-11e8-b493-782bcb4d0dce,GOLD,201
03399240-08a9-11e8-b493-782bcb4d0dce,BRONZE,116
033aeba0-1c4e-11e8-82ad-782bcb4d0dce,GOLD,200
035f2e40-4497-11e8-9d7f-f01fafdb579b,GOLD,201
035f7f00-21fe-11e8-a7fe-f01fafdb3b9f,SILVER,200
0362efd0-2f43-11e8-9647-782bcb4d0dce,GOLD,199
0362ff30-55f8-11e8-a91c-782bcb4d0dce,GOLD,178
0363aab0-01b2-11e8-af83-f01fafdb5b89,SILVER,199
03691810-47b2-11e8-a4cc-f01fafdb3b9f,GOLD,200
036c4740-114a-11e8-89e9-f01fafdb5b89,SILVER,200
03703990-01cd-11e8-ac8a-f01fafdb3b9f,PLATINUM,199
0373ef30-6b2d-11e8-b2f7-f01fafdb579b,BRONZE,100
0374a570-122b-11e8-b493-782bcb4d0dce,SILVER,200
037acf00-1333-11e8-b065-f01fafdb579b,SILVER,200
037f6bc0-05b2-11e8-b952-f01fafdb579b,SILVER,200
0381ebe0-122b-11e8-b493-782bcb4d0dce,BRONZE,101
03842520-0f12-11e8-967a-f01fafdb579b,SILVER,202
03849aa0-03eb-11e8-b753-782bcb4d0dce,GOLD,200
038cd8d0-0b0e-11e8-9537-f01fafdb5b89,SILVER,199
03998a10-fdc8-11e7-a984-f01fafdb3b9f,SILVER,209
039d7130-32fb-11e8-98ed-f01fafdb3b9f,GOLD,200
03a19dd0-5ca6-11e8-9ca0-f01fafdb3b9f,GOLD,160
03a50100-12eb-11e8-a984-f01fafdb3b9f,SILVER,200
03a99d40-1ca1-11e8-89e9-f01fafdb5b89,SILVER,201
03aaf9d0-ff76-11e7-82ad-782bcb4d0dce,GOLD,202
03ac4ef0-fded-11e7-b493-782bcb4d0dce,BRONZE,160
03ad8030-592e-11e8-969d-f01fafdb3b9f,GOLD,162
03b8de30-16bc-11e8-82ad-782bcb4d0dce,BRONZE,100
03ba4b20-fe0d-11e7-967a-f01fafdb579b,SILVER,199
03be5550-fdb6-11e7-8f64-f01fafdb3b9f,GOLD,221
03cacd00-1231-11e8-a4e8-f01fafdb5b89,BRONZE,101
03ce7510-34e4-11e8-9971-f01fafdb3b9f,BRONZE,113
03d28d50-09ae-11e8-bde8-f01fafdb3b9f,SILVER,200
03d470e0-2ff4-11e8-98ed-f01fafdb3b9f,GOLD,201
03d94080-6897-11e8-bf37-782bcb4d0dce,SILVER,100
03da64c0-fc35-11e7-aa0f-f01fafdb3b9f,PLATINUM,198
03dc7690-fdb4-11e7-8d1d-f01fafdb579b,SILVER,200
03dd81d0-13ca-11e8-89e9-f01fafdb5b89,GOLD,199
03e0a070-0995-11e8-ac8a-f01fafdb3b9f,GOLD,200
03e37870-fdd5-11e7-89e9-f01fafdb5b89,BRONZE,198
03e39fc0-0e4d-11e8-b952-f01fafdb579b,SILVER,200
03e61d20-0e13-11e8-9537-f01fafdb5b89,SILVER,206
03e6f4e0-2a09-11e8-9647-782bcb4d0dce,SILVER,200
03e91690-1dba-11e8-8a5b-f01fafdb579b,GOLD,202
03ee6e20-059a-11e8-a984-f01fafdb3b9f,SILVER,200
03f56360-3768-11e8-b70c-f01fafdb579b,PLATINUM,100
03f5a310-fde4-11e7-8a4a-782bcb4d0dce,BRONZE,189
03fc8330-fc6b-11e7-a134-782bcb4d0dce,BRONZE,199
04003a40-2aae-11e8-90bd-f01fafdb5b89,GOLD,200
